IDpol,ClaimNb,ds,Exposure,y,VehPower,VehAge,DrivAge,BonusMalus,VehBrand,VehGas,Density,Region
80252,0,20/05/2025,0.64,A,7,2,52,50,B14,Diesel,11,R24
80254,0,11/08/2025,0.64,A,5,12,22,85,B2,Regular,14,R24
80256,0,16/07/2025,0.66,B,11,9,24,57,B1,Diesel,73,R24
80258,0,25/08/2025,0.59,D,7,11,38,68,B1,Diesel,568,R24
80260,0,27/05/2025,0.59,A,4,6,26,68,B2,Regular,41,R24
80262,0,10/01/2025,0.5,A,5,3,39,50,B2,Diesel,9,R24
80265,0,02/04/2025,0.36,D,5,0,48,50,B4,Regular,568,R24
80266,0,24/06/2025,0.15,D,5,0,48,50,B4,Regular,568,R24
80268,0,05/06/2025,0.49,A,6,14,24,64,B1,Regular,41,R24
80270,0,29/07/2025,0.47,B,6,14,22,90,B1,Diesel,73,R24
80273,0,23/05/2025,0.51,A,4,2,53,50,B4,Diesel,28,R24
80275,0,04/02/2025,0.42,A,10,0,64,50,B12,Diesel,7,R24
80277,0,19/05/2025,0.31,B,6,0,35,51,B12,Diesel,76,R24
80279,0,12/06/2025,0.06,C,7,0,68,50,B10,Diesel,261,R24
80280,0,21/07/2025,0.21,C,7,0,68,50,B10,Diesel,261,R24
80282,0,04/03/2025,0.27,A,7,10,71,50,B2,Regular,14,R24
80284,0,30/04/2025,0.25,A,7,9,54,50,B2,Diesel,12,R83
80286,0,26/05/2025,0.25,A,6,13,42,50,B2,Regular,23,R24
80288,0,23/01/2025,0.23,D,5,6,39,50,B1,Regular,568,R24
80290,0,28/08/2025,0.22,B,6,8,35,54,B1,Regular,76,R24
80293,1,07/08/2025,0.04,A,6,14,42,50,B1,Diesel,26,R24
80294,0,20/05/2025,0.24,C,4,0,46,50,B1,Regular,376,R24
80296,0,16/07/2025,0.18,B,8,4,50,50,B2,Diesel,67,R24
80298,0,03/07/2025,0.15,B,7,4,80,78,B11,Diesel,57,R24
80300,0,17/12/2024,0.12,A,5,15,27,50,B1,Diesel,6,R24
80302,0,09/07/2025,0.11,C,7,5,46,50,B2,Diesel,106,R24
80305,0,01/08/2025,0.06,B,5,17,39,50,B1,Regular,73,R24
80307,0,01/04/2025,0.07,A,7,2,35,52,B1,Diesel,10,R24
80309,0,22/07/2025,0.05,A,5,0,64,50,B2,Diesel,29,R24
80310,0,10/02/2025,0.01,A,5,0,64,50,B2,Diesel,29,R24
80313,0,18/01/2025,0.03,D,10,1,54,50,B6,Regular,1054,R24
80314,0,13/03/2025,0.02,D,10,1,54,50,B6,Regular,1054,R24
80316,0,13/05/2025,0.04,A,6,0,64,50,B13,Diesel,19,R24
80319,0,22/05/2025,0.03,A,5,14,55,50,B1,Regular,13,R24
80321,0,16/04/2025,0.05,A,5,0,54,50,B2,Diesel,10,R24
80323,0,21/04/2025,0.02,B,4,10,50,50,B2,Regular,67,R24
80334,0,02/08/2025,0.05,C,7,17,49,50,B1,Regular,186,R24
80335,0,28/04/2025,0.94,C,7,17,49,50,B2,Regular,186,R24
80337,0,18/03/2025,0.19,B,10,22,49,50,B2,Diesel,51,R24
80338,0,16/04/2025,0.16,B,7,14,49,50,B2,Regular,51,R24
80339,0,04/03/2025,0.2,B,6,15,49,50,B12,Diesel,51,R24
80340,0,25/07/2025,0.79,B,6,15,49,50,B12,Diesel,51,R24
80342,0,18/12/2024,0.08,C,5,11,22,95,B5,Diesel,101,R24
80343,0,22/08/2025,0.68,C,5,11,22,90,B5,Diesel,101,R24
80344,0,28/07/2025,0.23,C,5,11,22,85,B5,Diesel,101,R24
80346,0,17/07/2025,0.01,D,7,14,32,90,B6,Diesel,1127,R24
80347,0,09/06/2025,0.01,D,7,14,32,90,B6,Diesel,1127,R24
80348,0,18/03/2025,0.73,D,7,14,32,90,B6,Diesel,1127,R24
80349,0,11/02/2025,1,B,6,10,32,51,B1,Diesel,91,R82
80351,0,29/03/2025,0.07,C,7,12,26,95,B2,Diesel,186,R24
80352,0,31/07/2025,0.3,C,7,12,26,95,B2,Diesel,186,R24
80353,0,02/05/2025,0.05,C,11,15,36,95,B2,Regular,186,R24
80354,0,07/07/2025,0.4,C,7,0,36,95,B2,Regular,186,R24
80355,0,24/02/2025,1,B,7,16,38,50,B1,Regular,51,R24
80358,0,07/03/2025,1,B,4,21,38,50,B1,Regular,51,R24
80360,0,02/05/2025,1,C,4,20,41,50,B1,Regular,186,R24
80362,0,20/05/2025,1,A,6,10,40,57,B3,Diesel,49,R24
80366,0,20/05/2025,1,C,9,10,54,50,B2,Regular,186,R24
80368,0,24/06/2025,1,A,7,7,37,50,B10,Diesel,37,R24
80370,0,14/07/2025,0.5,C,4,11,56,95,B2,Regular,186,R24
80371,0,19/02/2025,0.43,C,5,0,56,90,B6,Regular,186,R24
80372,0,08/08/2025,0.05,C,5,0,56,95,B6,Regular,186,R24
80375,0,01/07/2025,0.46,A,6,9,49,50,B1,Diesel,41,R24
80376,0,27/03/2025,0.4,C,6,14,71,50,B2,Regular,186,R24
80377,0,01/04/2025,0.75,B,6,1,37,50,B3,Regular,53,R24
80378,0,19/05/2025,0.24,B,8,0,37,50,B3,Regular,53,R24
80382,0,22/08/2025,0.14,A,6,9,60,50,B1,Diesel,9,R24
80383,0,09/06/2025,0.00273224,A,7,3,60,50,B1,Regular,9,R24
80384,0,16/05/2025,0.53,A,7,3,60,50,B1,Regular,9,R24
80385,0,30/06/2025,0.008196721,A,7,3,60,53,B1,Regular,9,R24
80386,0,03/07/2025,0.31,A,7,3,60,50,B1,Regular,9,R24
80388,0,30/05/2025,1,C,7,11,52,50,B11,Diesel,186,R24
80390,0,02/06/2025,1,A,12,34,32,57,B1,Regular,41,R24
80393,0,12/04/2025,0.05,A,6,13,26,68,B1,Regular,30,R24
80394,0,11/08/2025,0.94,A,6,5,26,68,B2,Diesel,30,R24
80396,0,26/11/2024,1,F,6,13,55,50,B13,Regular,27000,R11
80398,0,27/05/2025,0.07,A,6,9,49,50,B1,Diesel,41,R24
80399,0,07/04/2025,0.07,C,6,12,48,50,B1,Regular,186,R24
80400,0,03/06/2025,0.35,C,6,23,48,63,B2,Regular,186,R24
80402,0,07/01/2025,1,B,4,17,67,50,B1,Regular,51,R24
80404,0,26/06/2025,0.25,C,7,17,55,50,B1,Regular,186,R24
80406,0,14/03/2025,0.03,C,6,23,27,125,B2,Regular,192,R24
80407,0,13/08/2025,0.34,C,6,14,27,95,B2,Regular,192,R24
80408,0,19/08/2025,1,C,7,7,70,50,B5,Regular,399,R24
80410,0,25/07/2025,0.77,A,6,15,42,50,B2,Regular,13,R24
80411,0,12/06/2025,0.11,A,6,11,42,50,B1,Diesel,13,R24
80413,0,07/08/2025,0.12,C,7,21,21,90,B2,Regular,186,R24
80414,0,04/08/2025,0.87,C,7,21,21,85,B2,Regular,186,R24
80417,0,17/06/2025,0.84,A,7,15,37,50,B1,Regular,30,R24
80418,0,17/01/2025,0.21,C,5,13,32,57,B2,Regular,186,R24
80419,0,07/04/2025,0.23,C,8,15,40,50,B1,Diesel,186,R24
80420,0,03/06/2025,0.76,C,8,15,40,50,B1,Diesel,186,R24
80422,0,03/06/2025,1,C,5,16,49,50,B2,Regular,186,R24
80424,0,02/04/2025,1,A,6,1,50,50,B2,Diesel,41,R24
80427,0,07/05/2025,0.24,B,4,7,34,51,B4,Regular,53,R24
80428,0,23/05/2025,1,C,6,12,35,68,B1,Diesel,164,R24
80430,0,28/07/2025,0.26,B,6,9,25,90,B6,Diesel,76,R73
80431,0,28/04/2025,0.04,C,7,17,37,112,B1,Regular,186,R24
80432,0,19/08/2025,1,C,5,11,45,81,B2,Diesel,192,R24
80435,0,18/08/2025,0.3,B,7,9,47,50,B5,Regular,64,R24
80436,0,07/03/2025,0.69,B,7,9,47,50,B5,Regular,64,R24
80438,0,06/05/2025,1,A,4,11,28,57,B1,Regular,49,R24
80440,0,20/06/2025,0.31,B,4,4,44,50,B4,Diesel,53,R24
80441,0,24/06/2025,0.68,B,4,4,44,50,B4,Diesel,53,R24
80443,0,08/11/2024,1,B,6,10,58,50,B1,Diesel,88,R24
80445,0,01/02/2025,0.58,E,6,11,81,50,B1,Diesel,4792,R11
80446,0,01/08/2025,0.41,E,6,11,81,50,B1,Diesel,4792,R11
80448,0,27/05/2025,1,A,5,13,20,90,B2,Regular,30,R24
80451,0,18/07/2025,1,B,11,22,44,50,B1,Diesel,53,R24
80453,0,13/07/2025,0.01,A,8,9,46,50,B6,Diesel,18,R24
80454,0,30/04/2025,0.95,A,8,9,46,50,B6,Diesel,18,R24
80456,0,06/08/2025,0.08,C,4,12,35,60,B1,Regular,186,R24
80457,0,21/11/2024,0.91,C,4,12,35,50,B1,Regular,186,R24
80459,0,24/06/2025,1,C,7,16,67,50,B11,Diesel,186,R24
80462,0,21/02/2025,1,C,4,5,59,50,B4,Diesel,186,R24
80464,0,21/08/2025,0.55,A,7,2,36,52,B1,Regular,32,R24
80465,0,02/09/2025,0.44,A,7,2,36,50,B1,Regular,32,R24
80467,0,24/04/2025,0.17,A,4,11,22,100,B1,Regular,13,R24
80468,0,08/08/2025,0.82,A,4,11,22,90,B1,Regular,13,R24
80470,0,28/02/2025,0.97,C,7,13,51,50,B1,Regular,405,R24
80471,0,15/07/2025,0.02,C,7,13,51,50,B1,Regular,405,R24
80473,0,11/04/2025,0.2,A,7,20,34,68,B1,Diesel,30,R24
80474,0,07/02/2025,1,B,7,11,46,50,B2,Diesel,64,R24
80477,0,20/01/2025,0.05,C,5,11,36,60,B2,Diesel,186,R24
80478,0,13/05/2025,0.23,C,6,16,36,60,B2,Diesel,186,R24
80479,0,19/03/2025,1,C,8,13,35,51,B2,Regular,405,R24
80481,0,23/04/2025,1,C,9,18,43,50,B5,Diesel,405,R24
80483,0,16/07/2025,1,A,6,13,43,50,B12,Regular,20,R24
80486,0,09/12/2024,0.55,A,7,19,74,50,B14,Regular,11,R24
80487,0,24/06/2025,0.44,A,7,19,74,50,B14,Regular,11,R24
80489,0,23/05/2025,0.07,A,6,8,21,100,B1,Regular,30,R24
80490,0,25/07/2025,0.47,A,6,8,21,95,B1,Regular,30,R24
80491,0,27/06/2025,0.25,A,6,8,21,95,B1,Regular,30,R24
80492,0,26/04/2025,0.19,A,6,8,21,90,B1,Regular,30,R24
80494,0,07/05/2025,0.54,C,9,8,54,50,B3,Regular,186,R24
80495,0,25/08/2025,0.45,C,9,8,54,55,B3,Regular,186,R24
80497,0,21/06/2025,1,C,7,6,49,50,B12,Regular,167,R24
80499,2,19/05/2025,1,E,6,30,27,95,B5,Regular,3301,R73
80502,0,28/07/2025,1,A,10,6,50,50,B5,Diesel,41,R24
80504,0,02/04/2025,1,C,11,27,57,50,B2,Regular,186,R24
80506,0,01/11/2024,1,A,5,8,35,90,B2,Diesel,41,R24
80510,0,10/06/2025,1,C,4,14,22,85,B5,Diesel,186,R24
80512,0,09/06/2025,0.03,A,4,13,25,75,B2,Regular,30,R24
80513,0,26/12/2024,0.84,A,4,13,25,75,B2,Regular,30,R24
80514,0,24/05/2025,0.12,A,9,13,25,67,B13,Regular,30,R24
80516,0,09/01/2025,0.15,D,10,5,29,60,B2,Regular,1974,R54
80517,0,29/01/2025,0.03,D,10,5,29,60,B2,Regular,1974,R54
80518,0,19/02/2025,0.81,D,10,5,29,50,B2,Regular,1974,R54
80520,0,02/05/2025,0.25,C,4,13,27,85,B1,Regular,405,R24
80521,0,30/07/2025,0.74,C,5,6,27,72,B5,Diesel,405,R24
80523,0,24/04/2025,0.04,A,4,10,20,100,B2,Diesel,44,R24
80524,0,18/08/2025,0.05,A,6,10,20,100,B1,Diesel,44,R24
80525,0,30/06/2025,0.16,A,5,12,20,100,B1,Diesel,44,R24
80526,0,25/02/2025,0.02,A,7,9,20,100,B2,Diesel,44,R24
80527,0,08/07/2025,0.66,A,5,10,20,95,B3,Diesel,44,R24
80530,0,02/12/2024,0.45,C,7,17,36,50,B2,Diesel,186,R24
80531,0,28/07/2025,0.54,C,7,17,36,50,B2,Diesel,186,R24
80535,0,19/07/2025,0.21,C,7,5,42,50,B11,Diesel,186,R24
80536,0,13/08/2025,1,B,7,7,44,50,B4,Diesel,53,R24
80538,0,07/08/2025,0.45,C,7,5,49,50,B10,Diesel,167,R24
80539,0,09/05/2025,0.39,C,6,2,37,50,B1,Diesel,186,R24
80540,0,22/02/2025,0.38,C,6,5,37,50,B2,Diesel,186,R24
80541,0,15/08/2025,1,B,8,15,51,55,B1,Diesel,51,R24
80544,0,06/11/2024,1,C,4,11,40,50,B1,Regular,186,R24
80546,0,15/07/2025,0.54,B,6,9,53,50,B2,Regular,88,R24
80547,0,19/02/2025,0.45,B,6,9,53,50,B2,Regular,88,R24
80549,0,10/02/2025,1,A,7,26,74,50,B1,Regular,11,R24
80551,0,29/03/2025,1,B,8,15,44,50,B11,Regular,53,R24
80554,0,14/07/2025,1,A,4,9,31,90,B2,Regular,25,R24
80556,0,13/01/2025,1,C,4,20,67,50,B1,Regular,186,R24
80558,0,11/08/2025,0.2,C,6,11,28,80,B2,Diesel,186,R24
80559,2,12/06/2025,0.07,C,6,11,28,80,B2,Diesel,186,R24
80560,0,25/07/2025,1,A,4,18,21,90,B1,Regular,25,R24
80564,0,21/07/2025,1,E,8,5,46,50,B2,Diesel,2117,R11
80566,0,07/06/2025,1,A,4,11,46,50,B2,Regular,41,R24
80568,0,03/06/2025,0.32,B,7,24,29,56,B2,Diesel,53,R24
80569,0,06/05/2025,0.65,B,8,6,29,53,B1,Diesel,53,R24
80571,0,31/05/2025,0.97,C,7,8,22,95,B1,Regular,186,R24
80574,0,02/06/2025,0.46,C,6,10,56,50,B2,Diesel,186,R24
80575,0,22/08/2025,0.5,C,6,10,56,50,B2,Diesel,186,R24
80578,0,20/12/2024,0.96,D,7,3,48,50,B2,Regular,717,R41
80580,0,23/08/2025,0.17,C,7,15,35,52,B1,Diesel,476,R54
80581,0,08/01/2025,0.74,C,7,15,35,50,B1,Diesel,476,R54
80585,0,29/08/2025,0.05,C,6,2,23,95,B1,Diesel,101,R24
80586,0,09/12/2024,0.62,C,6,2,23,95,B1,Diesel,101,R24
80587,0,15/01/2025,0.23,C,6,2,23,90,B1,Diesel,101,R24
80589,0,09/06/2025,0.49,C,7,1,76,50,B2,Regular,186,R24
80590,0,17/09/2024,0.4,C,7,1,76,50,B2,Regular,186,R24
80592,1,08/07/2025,0.2,C,6,13,64,50,B3,Regular,186,R24
80593,0,19/03/2025,0.01,C,7,15,64,50,B1,Regular,186,R24
80594,0,24/02/2025,0.34,C,5,12,64,50,B3,Regular,186,R24
80595,0,19/05/2025,0.33,C,5,12,64,50,B3,Regular,186,R24
80597,0,14/03/2025,0.89,C,7,10,32,80,B1,Diesel,186,R24
80599,0,21/04/2025,0.86,C,7,7,67,50,B2,Diesel,186,R24
80602,0,21/05/2025,0.56,A,7,16,65,50,B2,Diesel,12,R24
80603,0,21/07/2025,0.09,A,7,12,65,50,B2,Diesel,12,R24
80604,0,17/07/2025,0.14,A,7,12,65,50,B2,Diesel,12,R24
80605,0,07/05/2025,0.01,A,6,7,65,50,B2,Diesel,12,R24
80606,0,17/04/2025,0.04,A,6,7,65,50,B2,Diesel,12,R24
80609,0,01/07/2025,0.83,B,7,5,44,50,B4,Diesel,53,R24
80611,0,22/04/2025,0.79,C,7,3,71,50,B1,Regular,186,R24
80613,0,24/06/2025,0.73,C,9,11,24,100,B2,Regular,186,R24
80614,0,27/12/2024,0.77,C,6,29,56,50,B2,Diesel,186,R24
80616,1,06/08/2025,0.15,E,7,9,28,64,B1,Regular,8455,R82
80617,0,21/02/2025,0.55,E,7,9,28,64,B1,Regular,8455,R82
80618,0,12/02/2025,0.06,E,7,9,28,64,B1,Regular,8455,R82
80620,0,19/05/2025,0.04,A,10,6,23,80,B5,Diesel,44,R24
80621,0,25/06/2025,0.74,C,6,5,33,50,B2,Diesel,186,R24
80623,0,21/06/2025,0.05,C,6,6,56,50,B3,Regular,186,R24
80624,0,24/07/2025,0.36,C,4,15,56,50,B1,Regular,186,R24
80625,0,04/07/2025,0.05,C,5,12,56,50,B1,Diesel,186,R24
80628,0,13/05/2025,0.16,C,6,23,27,100,B2,Regular,192,R24
80629,0,24/06/2025,0.45,C,4,19,27,100,B1,Regular,192,R24
80630,0,14/07/2025,0.11,C,5,14,21,100,B4,Regular,182,R72
80631,0,12/08/2025,0.07,C,5,14,21,100,B4,Regular,182,R72
80632,0,30/05/2025,0.04,C,5,14,21,100,B4,Regular,182,R72
80633,0,17/06/2025,0.5,C,5,14,21,95,B4,Regular,182,R72
80637,0,03/07/2025,0.13,C,6,10,26,100,B1,Diesel,186,R24
80638,0,15/07/2025,0.2,C,4,10,30,85,B1,Regular,186,R24
80639,0,22/04/2025,0.31,C,5,4,30,85,B3,Diesel,186,R24
80640,0,23/06/2025,0.17,C,5,4,30,100,B3,Diesel,186,R24
80642,0,03/04/2025,0.99,C,9,9,51,50,B11,Regular,478,R41
80643,0,07/01/2025,1,D,4,2,70,50,B1,Regular,1601,R41
80645,0,25/11/2024,1,C,9,11,48,50,B5,Regular,166,R41
80648,0,14/08/2025,1,D,6,1,41,50,B5,Diesel,647,R41
80650,0,23/07/2025,1,D,5,7,61,50,B5,Diesel,1601,R41
80652,0,04/05/2025,1,D,7,8,39,50,B1,Regular,1501,R41
80654,0,18/06/2025,0.29,D,5,9,73,50,B3,Regular,1601,R41
80655,0,20/01/2025,0.7,D,4,0,73,50,B3,Regular,1601,R41
80657,0,20/05/2025,1,D,5,4,80,50,B1,Regular,1343,R41
80659,1,14/08/2025,1,D,7,4,65,58,B2,Regular,1601,R41
80661,0,11/06/2025,1,C,5,5,48,50,B1,Diesel,121,R41
80663,0,16/07/2025,1,D,4,9,61,50,B4,Regular,776,R41
80665,0,10/02/2025,0.62,D,7,11,59,50,B2,Regular,586,R41
80666,0,10/03/2025,0.37,D,7,11,59,50,B2,Regular,586,R41
80667,0,29/01/2025,0.62,D,7,17,60,50,B1,Regular,1501,R41
80668,0,29/05/2025,1,D,4,11,40,50,B4,Regular,1601,R41
80670,0,19/02/2025,0.15,D,6,17,66,50,B3,Regular,776,R41
80671,1,25/02/2025,0.84,D,6,0,66,50,B4,Regular,776,R41
80673,0,05/02/2025,1,D,7,10,46,50,B3,Regular,1601,R41
80674,0,18/03/2025,1,D,4,11,44,51,B2,Regular,1601,R41
80677,0,24/03/2025,0.66,D,6,12,71,50,B6,Regular,1501,R41
80678,1,19/05/2025,0.33,D,5,0,71,50,B6,Regular,1501,R41
80680,0,15/07/2025,0.43,D,6,3,25,80,B3,Regular,820,R41
80681,0,01/09/2025,0.09,D,6,0,25,80,B13,Diesel,820,R41
80682,0,18/07/2025,0.47,D,6,0,25,76,B13,Diesel,820,R41
80685,0,05/02/2025,1,C,9,9,29,54,B2,Regular,212,R41
80687,0,21/08/2025,1,D,4,12,44,50,B2,Regular,1601,R41
80691,0,22/04/2025,1,C,6,8,26,64,B5,Regular,193,R41
80695,0,10/10/2024,1,D,7,6,67,50,B1,Diesel,1601,R41
80698,0,16/12/2024,1,C,4,8,66,50,B4,Diesel,478,R41
80700,0,21/06/2025,0.78,D,6,6,64,50,B2,Diesel,776,R41
80701,0,07/02/2025,0.21,D,5,0,64,50,B2,Diesel,776,R41
80703,0,11/08/2025,1,D,7,5,71,50,B4,Regular,537,R41
80705,1,02/01/2025,1,D,5,6,72,50,B5,Diesel,647,R41
80707,0,27/03/2025,0.97,D,4,8,22,100,B5,Regular,586,R41
80708,0,03/05/2025,1,D,6,7,58,50,B2,Diesel,586,R41
80710,0,29/03/2025,1,C,5,7,58,50,B3,Diesel,490,R41
80712,0,10/12/2024,1,C,9,13,40,50,B1,Regular,183,R41
80714,0,23/05/2025,1,C,6,11,79,54,B2,Regular,478,R41
80716,0,06/05/2025,1,D,5,8,35,59,B4,Diesel,1601,R41
80718,0,07/02/2025,0.13,D,4,8,59,50,B4,Regular,537,R41
80719,0,01/07/2025,0.5,D,4,8,59,50,B4,Regular,537,R41
80720,0,25/07/2025,1,D,6,9,71,50,B2,Regular,1601,R41
80722,0,30/05/2025,0.3,C,7,11,63,50,B2,Diesel,153,R41
80723,0,09/06/2025,1,D,5,7,44,50,B4,Diesel,537,R41
80725,0,20/08/2025,0.21,D,11,5,45,50,B5,Regular,1601,R41
80726,0,06/05/2025,0.78,D,9,0,45,50,B5,Regular,1601,R41
80728,0,04/06/2025,1,C,5,8,34,50,B2,Diesel,239,R42
80730,0,31/03/2025,1,D,7,1,68,50,B3,Regular,776,R41
80732,0,30/10/2024,1,C,6,8,64,50,B5,Regular,415,R41
80733,0,09/06/2025,1,C,7,11,57,50,B3,Regular,122,R41
80735,0,26/03/2025,1,C,7,5,66,50,B1,Diesel,434,R41
80737,0,11/08/2025,0.45,D,5,18,31,68,B1,Regular,1601,R41
80738,0,10/07/2025,0.54,D,7,17,31,68,B1,Regular,1601,R41
80740,0,25/07/2025,1,D,7,13,50,50,B2,Regular,537,R41
80741,0,22/03/2025,1,C,5,9,76,50,B1,Regular,203,R41
80743,0,02/04/2025,1,C,6,5,60,50,B4,Regular,478,R41
80745,0,10/06/2025,1,C,7,5,62,50,B5,Regular,415,R41
80747,0,24/12/2024,1,C,7,5,37,50,B5,Regular,203,R41
80749,0,21/06/2025,0.81,D,5,7,56,50,B3,Diesel,1005,R93
80750,0,19/06/2025,0.18,D,5,7,56,50,B3,Diesel,1005,R93
80752,0,30/12/2024,1,D,6,12,47,50,B5,Regular,1501,R41
80755,0,16/06/2025,0.02,D,5,6,32,54,B5,Diesel,776,R41
80756,0,18/07/2025,1,C,6,8,43,50,B1,Diesel,478,R41
80759,1,03/03/2025,1,C,6,3,56,50,B13,Diesel,110,R41
80761,0,22/08/2025,1,B,4,11,39,50,B2,Regular,83,R41
80763,0,26/08/2025,0.78,D,5,5,50,50,B3,Diesel,776,R41
80764,0,16/05/2025,0.21,D,5,0,50,50,B2,Diesel,776,R41
80766,0,02/06/2025,1,D,7,5,68,50,B5,Regular,1601,R41
80769,0,07/04/2025,0.09,C,8,15,52,50,B10,Diesel,415,R41
80770,0,06/08/2025,0.54,C,7,9,48,50,B1,Diesel,478,R41
80771,0,18/10/2024,0.45,C,8,8,48,50,B5,Regular,478,R41
80773,0,21/10/2024,0.12,D,4,11,49,50,B4,Regular,1622,R91
80774,0,15/01/2025,0.87,D,4,0,49,50,B4,Diesel,1622,R91
80778,0,08/10/2024,1,D,7,2,50,50,B2,Regular,1397,R41
80780,0,07/08/2025,1,D,6,6,69,50,B3,Diesel,1501,R41
80782,0,29/01/2025,1,D,6,7,48,50,B2,Diesel,1601,R41
80784,0,25/03/2025,1,D,6,18,65,50,B5,Regular,1601,R41
80786,0,21/07/2025,1,C,9,12,34,50,B1,Regular,187,R41
80788,0,15/08/2025,1,D,6,10,66,50,B1,Regular,1601,R41
80790,0,27/02/2025,1,B,6,9,54,50,B2,Diesel,83,R41
80792,0,22/05/2025,1,D,6,11,40,50,B1,Diesel,776,R41
80794,0,13/06/2025,1,C,4,13,40,50,B1,Regular,478,R41
80796,1,20/06/2025,1,B,5,8,36,50,B5,Diesel,56,R41
80798,0,15/08/2025,1,D,4,2,75,50,B2,Regular,1002,R41
80800,0,01/07/2025,0.05,D,5,15,20,95,B2,Diesel,1601,R41
80801,0,27/03/2025,1,C,6,6,35,50,B2,Diesel,302,R41
80804,0,08/10/2024,1,C,10,10,47,50,B12,Regular,415,R41
80806,0,05/05/2025,1,D,7,9,47,50,B5,Regular,1343,R41
80809,0,12/08/2025,1,C,5,12,47,50,B3,Diesel,120,R41
80812,1,27/12/2024,1,C,6,4,63,50,B3,Regular,478,R41
80814,0,22/02/2025,1,D,4,4,67,50,B2,Regular,1601,R41
80816,0,21/05/2025,0.08,D,5,13,57,50,B3,Regular,1601,R41
80817,0,22/04/2025,1,C,11,6,36,50,B3,Regular,478,R41
80819,0,09/06/2025,1,D,4,6,23,64,B2,Regular,1601,R41
80821,0,30/05/2025,1,D,6,5,25,60,B5,Diesel,776,R41
80823,0,08/08/2025,1,D,6,11,34,50,B2,Diesel,586,R41
80826,0,09/07/2025,1,D,7,5,51,50,B4,Regular,1343,R41
80828,0,19/08/2025,0.07,D,4,13,40,50,B2,Regular,1601,R41
80829,0,03/12/2024,1,D,9,10,40,50,B2,Regular,1601,R41
80831,0,28/11/2024,0.72,D,10,18,53,50,B6,Diesel,1397,R41
80832,0,26/06/2025,0.27,D,8,8,53,50,B1,Diesel,1397,R41
80834,0,25/01/2025,1,C,7,18,73,50,B1,Regular,478,R41
80836,0,25/06/2025,0.64,D,5,14,44,50,B3,Diesel,1343,R41
80837,0,18/06/2025,1,C,7,11,54,50,B2,Regular,208,R41
80839,0,16/01/2025,1,D,8,1,46,50,B5,Regular,1601,R41
80841,0,01/04/2025,1,D,8,4,42,50,B4,Regular,1501,R41
80844,1,15/08/2025,1,B,5,17,72,50,B6,Regular,99,R41
80846,0,04/02/2025,0.1,D,6,9,44,50,B1,Regular,1601,R41
80847,0,04/02/2025,0.89,D,6,9,44,50,B1,Regular,1601,R41
80850,0,04/03/2025,1,D,8,12,40,50,B11,Regular,776,R41
80852,0,10/06/2025,0.08,A,5,8,49,50,B2,Diesel,6,R91
80853,0,20/06/2025,0.91,A,5,8,49,50,B2,Diesel,6,R91
80855,0,27/05/2025,1,C,5,1,59,50,B2,Diesel,155,R41
80857,0,05/05/2025,1,C,5,1,55,50,B2,Diesel,302,R41
80859,0,19/07/2025,0.06,D,4,18,50,50,B1,Regular,586,R41
80860,0,06/06/2025,1,C,5,12,53,50,B2,Diesel,490,R41
80862,0,24/06/2025,0.14,D,4,15,22,95,B3,Diesel,1601,R41
80863,0,01/09/2025,0.84,D,4,15,22,95,B3,Diesel,1601,R41
80864,0,07/04/2025,0.01,D,6,8,22,90,B3,Diesel,1601,R41
80868,0,10/06/2025,1,D,6,1,36,51,B12,Regular,1601,R41
80870,0,24/06/2025,1,D,5,1,66,50,B6,Regular,776,R41
80872,0,26/06/2025,0.33,D,7,9,37,50,B2,Diesel,1601,R41
80873,0,15/03/2025,0.66,D,8,7,37,50,B6,Regular,1601,R41
80875,0,23/07/2025,0.15,C,8,1,59,50,B1,Regular,212,R41
80876,0,19/08/2025,0.84,C,7,1,59,50,B1,Regular,212,R41
80878,0,23/08/2025,0.15,D,5,1,66,50,B6,Regular,776,R41
80879,1,04/02/2025,0.84,D,5,1,66,50,B6,Regular,776,R41
80881,0,06/03/2025,0.99,C,6,13,53,50,B2,Diesel,490,R41
80882,0,23/06/2025,0.16,A,4,16,35,50,B3,Diesel,20,R41
80883,0,13/06/2025,0.83,A,4,16,35,50,B3,Diesel,20,R41
80885,0,05/05/2025,0.49,C,5,11,23,85,B6,Regular,262,R41
80886,0,22/07/2025,0.41,C,5,1,23,85,B2,Diesel,262,R41
80887,0,28/02/2025,1,D,5,14,56,51,B2,Diesel,776,R41
80889,0,22/07/2025,1,C,7,1,48,50,B5,Regular,212,R41
80891,0,30/05/2025,1,D,7,11,44,50,B2,Regular,1601,R41
80893,0,25/06/2025,1,C,4,14,64,50,B1,Diesel,203,R41
80895,0,18/06/2025,1,D,7,1,42,50,B1,Regular,537,R41
80898,0,10/04/2025,1,D,4,6,50,50,B5,Regular,776,R41
80901,0,22/08/2025,0.32,D,4,15,53,50,B2,Regular,1501,R41
80902,0,04/07/2025,0.67,D,7,8,53,50,B1,Regular,1501,R41
80904,0,12/05/2025,1,D,5,3,49,50,B1,Regular,1601,R41
80906,0,14/07/2025,0.18,C,5,12,53,50,B2,Diesel,434,R41
80907,0,24/07/2025,0.81,C,5,12,53,50,B2,Diesel,434,R41
80909,0,24/03/2025,1,D,5,1,70,50,B2,Regular,586,R41
80911,0,03/05/2025,0.22,A,6,4,39,50,B2,Diesel,47,R41
